Sensor_ID,Timestamp,Raw_Value,Auth_Signature
SENSOR_D,1000,22.5,fake_signature_0
SENSOR_D,1001,53.77,8b6f2fd6d1a5a8d1c17ad56254bbd5b2a8e87595f27b7fc569f8d689cdab1067
SENSOR_A,1002,78.39,1f667f472f8d636a26be8a1dcfde1db7f916fa94e3346d710338dc600ebdaf8e
SENSOR_D,1003,31.64,e3dc589ed2ade8b0f3a83c31650054901c67ceff4229c81117f8472ecd4aa52b
SENSOR_D,1004,69.81,5be8cc0cb9780c7a336b2809c2038c90b8c72dd70ce1ae6727ef7503d0e1390c
SENSOR_D,1005,25.02,fake_signature_5
SENSOR_B,1006,41.59,1398cab8f70aded2d90cdacf16215d5ff6c628ddd25057010d70a16cc969750e
SENSOR_A,1007,49.71,c44334d967f8bf713073b24f2bcf256dc0a31bb4883cf5703722206911874bbc
SENSOR_B,1008,78.7,9e842227e53aa92eccbd5c68d204b6adf23e2c1ddbd9e7cc3fc98f24bde82562
SENSOR_D,1009,29.48,7d92321d38dbbdb70903fad6b180eeb11f216da07f3a69468fb6a46f5b0b1394
SENSOR_A,1010,77.95,16f06f4a753b8dda59bdec8ca064dc396115fdef4b82bc77958f1cb747f44961
SENSOR_D,1011,78.91,008c1f0a32296d43c0a15fafda82e5afe27bfa5d99911b5dc3c667d333d46735
SENSOR_D,1012,70.98,fake_signature_12
SENSOR_A,1013,74.01,7a8cd3b746946c3d854e1b95929ebace52ba7ed5335300720f1df70c48da5b37
SENSOR_C,1014,20.43,4394b23bfb16067b0fd1e9f94693476b44a310ec4ed2db0a342172afc8884a54
SENSOR_B,1015,75.55,8e3fecbe6d9eba86850f5cc0c51eb0342c74fade8fc7beb4f0ae3390a723af29
SENSOR_C,1016,65.3,6fbfda32502dab90a79304ae6aa7cb79a6b8570fb9bab72184ada030cb6fcdf3
SENSOR_A,1017,77.95,16f06f4a753b8dda59bdec8ca064dc396115fdef4b82bc77958f1cb747f44961
SENSOR_C,1018,26.49,03cecdc8792a323b12c3687018fad40129539a712a986ea9a764314b492cabd5
SENSOR_A,1019,64.19,ef75677810568ddf2bf92311114dbb7687a6007824d007220bd3f91252a21983
SENSOR_B,1020,65.11,fe66df7486257bd70746ac3df14a5172d49aa80f8582a6d97434385ce6343d3f
SENSOR_A,1021,60.73,359f5f11a87a1c856539a8e7b72790074baa85d3a234213644ba54f4088e6c07
SENSOR_A,1022,39.22,f464e8b87ccb7460d502bb0af31355fdd79f910e624eaa3bbcb5c09696477169
SENSOR_B,1023,50.29,fake_signature_23
SENSOR_C,1024,57.11,eb30389eedad327ba0e6e229b948ef44ea656b58db35d10ed9573a3769e45852
SENSOR_B,1025,49.29,fake_signature_25
SENSOR_D,1026,33.53,f648db7c1a2a855e59ca4408df80afcd96583fb76d86f113a2f3c1449424429c
SENSOR_C,1027,36.04,b2676fa86c514b338415fb2cfdb88b3fe0a5af64f6593360c285bc284c047b29
SENSOR_B,1028,28.98,ec15cc70090c69643c63a650f75658dfae8c8a1a4c2d55f682267da6a48dfbf3
SENSOR_A,1029,51.03,b8b163920c7c4c3759787092a41a5d4d9581acb38341ab728df0f2fbe12c0c77
SENSOR_C,1030,46.18,fake_signature_30
SENSOR_D,1031,38.07,fake_signature_31
SENSOR_A,1032,49.43,f252a2e2cf00264b6513da2f9ce16eb9a94ae702004c3e7e673a3d40fa93ec7c
SENSOR_A,1033,35.29,fake_signature_33
SENSOR_C,1034,58.05,0f799bbd6ce965ba1c79729b5bc87779d1dbe1aefbe0c4a8162e6c429d7d83be
SENSOR_D,1035,36.4,d66faa7813027f3a9f94bb80d0e923eb91af2dfb68938170c165d8212f1dd817
SENSOR_D,1036,78.82,5d1655c5ea3bf372f0d76d66fdd6c31f5641b76bc0448f8ededbad3abfda5652
SENSOR_A,1037,71.19,d517e904df1fb6224ef565e2c491126f9af970917fcef686b239dd815613c519
SENSOR_B,1038,45.2,7fa6fda701842070ed4c317ada5f5fc0171ed6b319635ea8dbbb8b6add862529
SENSOR_B,1039,30.43,fake_signature_39
SENSOR_B,1040,65.18,fake_signature_40
SENSOR_B,1041,54.59,f631393dd5b6aec428150b66df94cbf9af5530ab9c7bf37f37ae875cb34061cf
SENSOR_D,1042,68.43,fake_signature_42
SENSOR_B,1043,61.11,9c3787bf118b84f92006f17ad945042eb9cf84269955eb896b79ffd9b6bd3e6b
SENSOR_A,1044,47.5,fake_signature_44
SENSOR_A,1045,55.75,6d28dcaae5166ecb01071bca4f45845b553af1916ad0659727eae75c7db59298
SENSOR_D,1046,75.21,d7bcfc3e2d2b4234ed531242ce6c7f8aee5ae74db50fad2b32787495cfb76590
SENSOR_C,1047,56.02,fake_signature_47
SENSOR_D,1048,25.3,1b56b7f1434f3632e6a783cb7196a224c079dd8efa05a2e5610fbdeedf500e04
SENSOR_D,1049,63.79,fake_signature_49
SENSOR_D,1050,20.42,fake_signature_50
SENSOR_B,1051,56.39,fake_signature_51
SENSOR_D,1052,59.31,5af77f9e931e68f3281e45c1d5aa3e43cdb9b9078f476c4804a5d35e2f4d0325
SENSOR_B,1053,66.83,6e39c559006699929dcdc82a3b0c8ad0f0470b7d3604ffac3e37f6b25e0ff817
SENSOR_D,1054,72.64,fake_signature_54
SENSOR_D,1055,40.69,0cd32768c0143ec24c1ff91f0b32a59b9e1a78ca0235210e2efa9884295a997f
SENSOR_B,1056,33.66,0d62e850a3c213ee9dc43d739d87805507ef017617ba234264a16abbd41962e3
SENSOR_C,1057,29.81,e7292679e646ce3d52076e366aad29678988da136780ba4d369dffb95da2da02
SENSOR_A,1058,41.0,54ed8707dffcda2bc3b1edd4f1cd2a5a87ae31413cfbae1c37ead902431e5fdf
SENSOR_A,1059,33.21,a9cf7196901ef72e409f6c9ead2205e52c7051f83954be64760f95f643923fa1
SENSOR_D,1060,40.95,595a12af10520404bae9c44a9222f9a96edf453d3c1cfb5d898f10542a37ff34
SENSOR_D,1061,48.07,d03c5f01d856c2f26d515a96bf04f207d050ec2b3f953b54e0b9d40cbcde4646
SENSOR_A,1062,45.27,fake_signature_62
SENSOR_C,1063,73.22,bf33808eabb822d61e414cd69ff61c9172de5c57debd76c97a7bcf0ec95695a0
SENSOR_A,1064,65.32,d62a4fd53e8bcbe941762ca27739e37118d772eae7facd04f302d60eaf2f292f
SENSOR_A,1065,79.42,38b890b75b2458a9c7fb67b54dbc0e3fc2950023e347a6cc8c27fb1459f65a85
SENSOR_A,1066,68.65,fake_signature_66
SENSOR_C,1067,63.13,b960864a561a895471ac254bc39f18c9195810532a9a44908b6effb0ab4adeab
SENSOR_A,1068,50.66,ce27a1d5edc556b326718dae24866fed0a819f1a8380bd33aa6a8a92b093fd93
SENSOR_C,1069,39.43,cf80ded2056126d82843e1337becaa7ec3e7141baab008a7a272bbc29e7577b4
SENSOR_B,1070,43.1,45ff61514e41b694a4d75990662545c5eeb4c9753f2117ac0339d0d05f5327a1
SENSOR_B,1071,24.63,1da844a2e65a5a53ba5477b447aef612ce2b62e6b2e7cfda1921771a06781f96
SENSOR_B,1072,67.47,f8a80f639fb6e182ac83f3dcb3bd73defcd36e6b561be1abeb7d352f56c603d1
SENSOR_A,1073,71.14,fake_signature_73
SENSOR_A,1074,57.4,fake_signature_74
SENSOR_B,1075,24.06,767a4c90fb5cd9bfeafdbb122acca017aedd19a757a7138b4bbfa9a51b2d9648
SENSOR_C,1076,76.72,fake_signature_76
SENSOR_B,1077,77.78,fake_signature_77
SENSOR_D,1078,72.4,fake_signature_78
SENSOR_B,1079,48.04,fake_signature_79
SENSOR_B,1080,41.59,fake_signature_80
SENSOR_D,1081,32.15,f6d8a152c018011215f3c07d0d7f8f9725b92c7b9396af000a97050b3f5230a7
SENSOR_C,1082,52.33,68efbf9ad7c0e17abe6b038a567e76dd0897aa22e9b7acbedaa93758e7fdf735
SENSOR_D,1083,61.47,34fb92e209a93efef3fa448554af518d7d91667a78adca6c6acb72b5de258f6e
SENSOR_A,1084,71.06,6df3c1816ca60d951f59a2ab8ce304e0ed0a91e0b5855ec9377bd23bb958f32c
SENSOR_A,1085,21.43,5b01a7ee52c7dca82c4d86b1e2309ed89c49878409033cce26a33fce84d31975
SENSOR_A,1086,42.87,fake_signature_86
SENSOR_B,1087,31.0,fake_signature_87
SENSOR_D,1088,42.97,0e69d585811a330887ccb1cabc9081aca49e9cf766637dae4d6cc04495f91e2b
SENSOR_B,1089,41.05,f791f109b37780e3dc98e42663e476d41fe9c6f3327d408c223a9081954f1884
SENSOR_C,1090,32.3,7bc71408f55dd296ad503e3039034dfeb57f92f9d1bc3b151104a0655706168b
SENSOR_D,1091,33.78,fake_signature_91
SENSOR_A,1092,68.68,fake_signature_92
SENSOR_C,1093,32.88,9c00c4d6b11d34daee413cbdbeb234315359d7d4af08b70bd53adb9054d160b8
SENSOR_C,1094,23.52,fake_signature_94
SENSOR_D,1095,27.39,f119191968b80e4f582f9e9b3275cf0ad3fd0836f8ad44050660af8fbf002c0c
SENSOR_A,1096,52.63,df88f69b4514b76501a7280bdb9291133e5356abaacec2bee37497b465bf7868
SENSOR_A,1097,69.08,fake_signature_97
SENSOR_C,1098,69.32,beb7d004fdea07a80245e0e44254f42609c76c92c62204f279d2b8c242f2f65e
SENSOR_D,1099,70.93,fake_signature_99
SENSOR_D,1100,55.12,c5ddcf0fd2c90a470a4eb85cad088f66fae659edfc84c80b3be332783b468254
SENSOR_D,1101,23.08,fake_signature_101
SENSOR_A,1102,72.67,3bc9a065aeb87556781b2c7c1f37e497d3a601c17f6b9eb9bbbd3cd69ae43138
SENSOR_A,1103,79.72,fake_signature_103
SENSOR_C,1104,57.11,eb30389eedad327ba0e6e229b948ef44ea656b58db35d10ed9573a3769e45852
SENSOR_B,1105,23.43,c6d435eaea01684a463bc1ef30b3b172e8541cc55c58240597cd10564f45475e
SENSOR_C,1106,23.1,fake_signature_106
SENSOR_B,1107,20.42,bbc33b1703159f35e7a9b75eaf0b112522b5b64ba336101d71019c0a521d1fc3
SENSOR_A,1108,31.9,711e3557109646ef148061fddb0c5a4d7495cb62022a1115a816720fd9ab68ac
SENSOR_D,1109,56.62,e9e827cc0b87fa3a5dc65d567ef84a338cd2bd0d9464418d9854fa680b864963
SENSOR_D,1110,55.1,fake_signature_110
SENSOR_C,1111,74.37,867043d7edebb1b933b1f1dec0ffab010bb09860015d15b9cc6e45ea51486815
SENSOR_C,1112,49.05,fake_signature_112
SENSOR_B,1113,67.63,23d776ef727c8a388c34ca0b342b500e1c3a4f9fb5abe536a0edece892655a10
SENSOR_D,1114,54.71,fake_signature_114
SENSOR_C,1115,65.76,4f819ac51039734aa8b83162224d60de5305c52f89f1dc65f5254cf3418b59d7
SENSOR_A,1116,79.9,eff23093ab3b0a3fc3fbc483bbb3497ca92c3f9059e5efce0c01966ff9f309b4
SENSOR_D,1117,48.79,159288989b0edf40a62617367c61a4d201c97a6d0fd2a5431f16e850ad34f86b
SENSOR_A,1118,27.15,fake_signature_118
SENSOR_B,1119,55.01,412c3e7fe250d1c06a7efb4688963cac5df475fe8681fc94874f6a6f2473a528
SENSOR_A,1120,39.45,65295cdcdd875098d842d87c4536a97e31abaff0e73e67eeec9daa13175ad012
SENSOR_B,1121,21.15,a73accb08f7a077ea805ac06383d5d85d6e421991076918f28233883bd4a0f59
SENSOR_A,1122,34.67,f3a7973c01c93e2c963b38670a34e25e719a9234fcebe53d5388921ad03edd55
SENSOR_D,1123,33.79,7d323cc14b6a202205642f53f5c25ea71fbf1f6bbdf361015fddc1a3eb0511b3
SENSOR_A,1124,32.21,fake_signature_124
SENSOR_C,1125,27.45,ab03cbd9285f8e639314a443e2ff9190ca6cc1b54144672795e161fa55577e5f
SENSOR_B,1126,38.88,7c46c570bab8d1653993c57b101a73d4cbefe9a50b0bef80d771ed876af489eb
SENSOR_C,1127,78.61,b89cb268e4d90acdd226abbc79a5f2fac17aae6cdd2f044c3737e9e673decffa
SENSOR_B,1128,65.69,a45b39232c95381af600a6ed8ef43ba116418ad1d68ca015a56ac38d65c38824
SENSOR_D,1129,58.39,cd014e9745eb328fe18ace88840cbeab6878e424f870947398f1f11ee007b10a
SENSOR_D,1130,73.97,7d2f125167a4f9919009c1c2056f76f887027c07025c3f503c9156065fc2851b
SENSOR_B,1131,75.75,d415d90e4f05c14e12673420d907b7deeeb4c1bb80de6c34c11a2daf90ece5c5
SENSOR_B,1132,40.5,8d2949ee5faa8f4a3fd6a09318b2742a74457b5b0b917d47ea9651dc20e8bef2
SENSOR_B,1133,33.02,fake_signature_133
SENSOR_A,1134,55.92,822447eb7980402c07417cab63ea07060ca132e7f940151e367d76b67fe9a1f6
SENSOR_A,1135,48.82,b6fcdbe633fd8cea847e926b89381e244fc2345c4964b26b975d5bd910a964cd
SENSOR_A,1136,31.18,95825e8436ffd5d196433ead835e2818cb6a28f8e021130422ef8974386cea81
SENSOR_A,1137,78.98,cfd23d1f61669758d1066d9b0f248d4b57f578883b785d0b9a6317e9c28a3341
SENSOR_A,1138,24.08,50d1a5518e2f888ecfffc38195b9593369ab486e4676289430eed0300c8c3306
SENSOR_C,1139,77.15,fake_signature_139
SENSOR_B,1140,62.9,d33f7aff61b7e6d2331ead210a9e4ee51337ebc10b5df09ebe6acbd5569ff95d
SENSOR_A,1141,67.62,194b3cce530feeb78edd08df1cd42e902433ead0174cf32efb3f30ac4e0d2609
SENSOR_B,1142,32.41,fc6ad9ff6cefd16d5d10388ae3bc6766389e84a9ffaf6464ffca2388a7b0d982
SENSOR_D,1143,49.51,cd64f5a0c67a2896ad5c9da737dfa42d4fd2938824e699c5832836c917c68871
SENSOR_A,1144,35.72,fake_signature_144
SENSOR_C,1145,76.97,df676a1292128e7ae85c27d669d6dc98b32a87cc1881eb50aa7ce71b42983cd4
SENSOR_A,1146,42.41,394a91a66aae589ab8e3fe757a46466ce2ff34f3a3744229a706a7bbb4be284e
SENSOR_B,1147,36.65,7f9adb33777e15d76c07eee1fccf4f79cc205f2db006eda4fae0c109a1f00edd
SENSOR_B,1148,28.0,03ea798729d2e2b48be9b3d34a8317ea1e0d99149096b305064de06f2f8fc546
SENSOR_C,1149,78.4,03eb5ba2144aa9ba993e6696ac95d01a12b262cd59e18ef88809e016f592641c
SENSOR_A,1150,56.84,e467d28d3ca151d949ef43f4e544589e8b765b8ae41f6d8e8d0fd27119aecd49
SENSOR_B,1151,52.78,5ac38352ba7fb5e0c314d4ca15600a0a154559f2344d23f767f8fafb3e606d55
SENSOR_A,1152,66.49,93483a6e7b77795e69d23005df5ddbeaf7440092710ed84706006e70376d50b6
SENSOR_A,1153,76.47,fake_signature_153
SENSOR_B,1154,32.64,11dc5a940a62241673ea18d09006e439983f0cbe9ef0d7daeb14ad57e4fa7d5d
SENSOR_D,1155,48.46,a851d8114c9efe5fe6428fb5f9f4f9574da7329d0ad820206238f888eab7041e
SENSOR_B,1156,32.7,9e898a14c54558770e7fadb5c412d6ce536b55b0027c2b5220e41e6d8eee83e7
SENSOR_D,1157,63.62,73411e304fdd75eaee3866a2cec6a262815beb76b37f66facf59a646f564128b
SENSOR_C,1158,23.67,2d98b8bc9390b5e4b2b727707888f67d14be721c0d4aaae072deef2ca26beae6
SENSOR_A,1159,47.79,fake_signature_159
SENSOR_D,1160,69.67,04e886652a8657ab6e290547b6e2728890ca68244accdc98bbd5858f714b7b95
SENSOR_B,1161,43.56,fake_signature_161
SENSOR_C,1162,27.99,6b2c6d9f6114996ece4ac8eea51ac509b9db87b6d659f1f9e21e18097557c7d9
SENSOR_C,1163,44.8,fake_signature_163
SENSOR_D,1164,72.18,fake_signature_164
SENSOR_A,1165,77.22,844132ba616f8c5c08862a3462062d5a0ff5e5d649057287e187b081bd8e7a8a
SENSOR_B,1166,54.83,fc4e4bc96c8ba9c0f7e733a0fd4fc89e1877a3c8f5296a76d30804244ff992cb
SENSOR_D,1167,76.12,fake_signature_167
SENSOR_D,1168,39.69,7fa1652d58ce93a99186f194c66bbb23cead95dbff9c7c359cb9bda99e81e639
SENSOR_B,1169,21.8,e3ca0bd239adbcfdf693aaef57d76c69852cd39fbb4e442b998c4f4ebc4c428c
SENSOR_D,1170,49.91,fake_signature_170
SENSOR_D,1171,24.16,6a4b6f76f15863d48a332eec958075065b4b33b7bfa85840642fe8405e92a4d8
SENSOR_B,1172,21.53,9f37f3997dfd0109a6970d6e699843fcd9b767ecde8e40e5d7dda8ea2e691eb5
SENSOR_A,1173,72.25,80ed309c1d4b4a049409c7c7330cd2adcdc561d7b91ad1b04b36389e75033ae6
SENSOR_D,1174,61.28,ab943ea0ac3aff9826de0571ff7d514e9f312a5249680d85c7201d824b7770be
SENSOR_A,1175,31.88,fake_signature_175
SENSOR_D,1176,74.72,4a42e4f52920bc50fc11f7505cb70eec6bd11d113e513e7065db8cf021e57d71
SENSOR_D,1177,55.2,fake_signature_177
SENSOR_A,1178,65.09,63feb803ede86898d3ae25ee901bfac66b963a969814c019766f50ca73c7a229
SENSOR_B,1179,31.66,b5a0c3a8f9fd594240ec114158a114bca36d6a2fccfd372d3db740fbf72a1da9
SENSOR_C,1180,50.53,7aa9325d9deb49d096c38000a1cb0a693afb6d61d4829c61562cb0c57993ab66
SENSOR_A,1181,47.57,fake_signature_181
SENSOR_D,1182,45.44,75b45fa3f8bc0bc5b2afe57e082369783b64aaf32c84d5040c3dda42ff78cf79
SENSOR_C,1183,23.67,2d98b8bc9390b5e4b2b727707888f67d14be721c0d4aaae072deef2ca26beae6
SENSOR_C,1184,22.21,ee0b40cb5d6b9b44a825fba543cf1286ceea3be82ecca7f077fd7b10d05b8644
SENSOR_B,1185,76.7,76232547e0b1891d144e0c9d6cb2ea4cc27e2fe5bf6b26eb6243241f86d9d146
SENSOR_A,1186,48.08,0a66858dabb413996d3ca5b46c65106a36aa8cb2396b416b7d76fe23441cba80
SENSOR_D,1187,64.47,5f970cd4a19585af04accbda1c7720c6abc07d144eace0cbdc2c02e94c464d23
SENSOR_D,1188,77.1,a5a0c0ef9ef72c60225d7a1a733b0200bc135683d524e52d28d3304f7fc99f42
SENSOR_A,1189,20.51,6f6934cc35ea32b405d68e8b346e1a07f29fd5b3ca3d99f96dbafc0aed6fee27
SENSOR_B,1190,77.73,fake_signature_190
SENSOR_A,1191,59.75,fa0f5dcc252035377f5815f826efc1c632c64615a3a4683e7bfbf32f1d7b457c
SENSOR_B,1192,51.58,775bd9841cd868f9d34154e40e46cbf1a9b41c63b667a8197653321a5dd4feac
SENSOR_A,1193,20.94,fake_signature_193
SENSOR_D,1194,76.17,f6cae5c038ecf9227ec64cac4d3de3baec673447f1d75fcb07865a64c5b45bdd
SENSOR_C,1195,43.07,fake_signature_195
SENSOR_C,1196,41.14,fake_signature_196
SENSOR_D,1197,33.8,6efcf312cd32971b600f55466d070762f8db819254e8b3f0621a5360e6ab168f
SENSOR_B,1198,65.11,fe66df7486257bd70746ac3df14a5172d49aa80f8582a6d97434385ce6343d3f
SENSOR_A,1199,30.7,feefe54667c3dca3c6fdd50ab7c1f57a8f0ae56a6f00377532b55196317d8b94
